,adj_arg_ovl,adj_stem_ovl,arg_ovl,stem_ovl,adjacent_refs,anaphoric_refs,words_before_main_verb,add_neg_conn_ratio,add_pos_conn_ratio,and_ratio,cau_neg_conn_ratio,cau_pos_conn_ratio,conn_ratio,if_ratio,log_neg_conn_ratio,log_pos_conn_ratio,logic_operators,negation_ratio,tmp_neg_conn_ratio,tmp_pos_conn_ratio,mean_noun_phrase,ttr,cw_freq,min_cw_freq,adjective_ratio,adverbs,content_words,function_words,personal_pronouns,pronoun_ratio,verbs,adjectives_ambiguity,adverbs_ambiguity,hypernyms_verbs,nouns_ambiguity,verbs_ambiguity,paragraphs,sentences,sentences_per_paragraph,syllables_per_content_word,words,words_per_sentence,flesch
1726,1.5,2.5,2.33333,4.0,0.0,0.0,1.0,0.0,0.034480000000000004,0.0,0.0,0.034480000000000004,0.034480000000000004,0.0,0.0,0.034480000000000004,0.0,0.0,0.0,0.0,11.16667,0.68966,122351.34375,757.0,0.08621000000000001,0.0,0.55172,0.44828,0.0,0.06897,0.08621000000000001,2.0,0.0,1.0,5.47619,13.25,1.0,3.0,3.0,2.46875,58.0,19.33333,62.928909999999995
2919,3.18182,3.09091,2.4697,2.5303,0.0,0.0,0.66667,0.0,0.025509999999999998,0.015309999999999999,0.0,0.025509999999999998,0.045919999999999996,0.0051,0.0,0.025509999999999998,0.02041,0.0,0.0,0.0051,5.50694,0.62103,238265.02703000003,3936.75,0.045919999999999996,0.025509999999999998,0.56633,0.43367,0.00835,0.08163,0.13776,1.16667,1.0,0.6,2.74242,10.43478,1.0,12.0,12.0,2.67568,196.0,16.33333,61.76177
1036,1.0,3.0,1.0,2.7,0.0,0.0,2.2,0.0,0.02469,0.01235,0.0,0.01235,0.03704,0.0,0.0,0.01235,0.01235,0.0,0.0,0.01235,5.433330000000001,0.64198,178389.41176,51.2,0.06172999999999999,0.0,0.62963,0.37037,0.0,0.03704,0.22221999999999997,0.0,0.0,0.76471,2.43478,6.923080000000001,1.0,5.0,5.0,2.76471,81.0,16.2,47.52533
1639,1.5,1.5,2.0,2.0,0.0,0.0,0.8,0.0,0.02899,0.014490000000000001,0.0,0.04348,0.05797000000000001,0.0,0.0,0.014490000000000001,0.014490000000000001,0.0,0.0,0.0,5.03333,0.6087,91001.10526,1554.8,0.05797000000000001,0.0,0.55072,0.44928,0.0,0.07246,0.11594000000000002,1.66667,0.0,2.625,3.8,9.0,1.0,5.0,5.0,2.71053,69.0,13.8,64.40191
2537,4.2,7.4,3.33333,5.8,0.6,1.0,2.16667,0.0,0.02247,0.01124,0.0,0.033710000000000004,0.0618,0.0,0.0,0.033710000000000004,0.01685,0.00562,0.0,0.01685,4.816669999999999,0.62,240046.44643,250.66667,0.10674000000000002,0.04494,0.62921,0.37079,0.007090000000000001,0.06742000000000001,0.15169000000000002,2.07143,2.5,0.56522,3.47059,8.0,1.0,6.0,6.0,2.4821400000000002,178.0,29.66667,49.52333
3034,1.33333,2.0,2.83333,3.33333,0.0,0.0,3.0,0.0,0.03896,0.01299,0.0,0.05195,0.07792,0.0,0.0,0.05195,0.05195,0.02597,0.0,0.0,7.0625,0.67532,280530.46939,1225.25,0.05195,0.03896,0.63636,0.36364,0.0,0.03896,0.15584,1.5,1.66667,0.72727,4.75862,7.2,1.0,4.0,4.0,2.4489799999999997,77.0,19.25,60.09625
3039,1.33333,2.0,2.83333,3.33333,0.0,0.0,3.0,0.0,0.03896,0.01299,0.0,0.05195,0.07792,0.0,0.0,0.05195,0.05195,0.02597,0.0,0.0,7.0625,0.67532,285388.61224,1225.25,0.05195,0.03896,0.63636,0.36364,0.0,0.03896,0.15584,1.5,1.66667,0.72727,4.75862,7.2,1.0,4.0,4.0,2.4489799999999997,77.0,19.25,60.09625
1721,1.66667,3.33333,1.66667,3.5,0.0,0.0,0.75,0.0,0.0597,0.02985,0.0,0.04478,0.07463,0.0,0.0,0.02985,0.02985,0.0,0.0,0.0,5.066669999999999,0.64179,72070.3,364.0,0.10447999999999999,0.0,0.59701,0.40299,0.0,0.02985,0.07463,2.5,0.0,0.8,4.48,11.6,1.0,4.0,4.0,2.875,67.0,16.75,46.21882
2538,6.8,12.2,5.46667,9.53333,0.8,1.4,2.16667,0.0,0.0163,0.00543,0.0,0.03804,0.05435,0.0,0.0,0.04348,0.00543,0.0,0.0,0.01087,4.827780000000001,0.57976,182726.38136,425.33333,0.11957000000000001,0.02717,0.6413,0.3587,0.0068200000000000005,0.05977999999999999,0.14674,2.55556,2.0,0.76,4.0,8.84211,1.0,6.0,6.0,2.54237,184.0,30.66667,42.99094
2623,1.66667,2.0,1.83333,2.66667,0.0,0.0,1.0,0.0,0.04348,0.02899,0.0,0.02899,0.05797000000000001,0.0,0.0,0.014490000000000001,0.02899,0.0,0.0,0.0,7.41667,0.66667,99331.825,546.25,0.07246,0.0,0.5797100000000001,0.42028999999999994,0.0,0.10145,0.10145,1.2,0.0,1.0,2.62963,6.57143,1.0,4.0,4.0,3.075,69.0,17.25,31.474079999999997
2971,1.4,2.0,1.4,2.0666700000000002,0.0,0.0,0.66667,0.0,0.01111,0.0,0.0,0.055560000000000005,0.06667000000000001,0.0,0.0,0.06667000000000001,0.01111,0.0,0.0,0.0,2.85417,0.64444,94180.29825,2620.33333,0.06667000000000001,0.02222,0.6333300000000001,0.36667,0.0,0.08889,0.18889,4.0,1.0,0.8,5.23077,7.0,1.0,6.0,6.0,2.87719,90.0,15.0,37.15
2975,1.33333,1.83333,0.61905,0.80952,0.0,0.0,1.8571400000000002,0.0101,0.0303,0.0202,0.0,0.05051,0.10101,0.0101,0.0,0.060610000000000004,0.0404,0.0,0.0,0.0,6.047619999999999,0.66667,177859.75862,7351.285709999999,0.08081,0.0101,0.58586,0.41413999999999995,0.0202,0.07071000000000001,0.12120999999999998,2.25,1.0,0.8,3.60606,11.22222,1.0,7.0,7.0,2.65517,99.0,14.14286,61.00727
1020,0.5,0.66667,0.61905,0.7619,0.0,0.0,0.71429,0.0,0.02326,0.01163,0.0,0.03488,0.04651,0.0,0.0,0.03488,0.01163,0.0,0.0,0.0,4.2381,0.63953,215242.44,6970.57143,0.0814,0.0,0.5814,0.4186,0.0,0.05814,0.10465,1.66667,0.0,1.0,3.5625,5.0,1.0,7.0,7.0,2.74,86.0,12.28571,59.295230000000004
2935,3.2,4.6,2.0666700000000002,3.0,0.0,0.0,1.16667,0.0,0.027030000000000002,0.018019999999999998,0.0,0.027030000000000002,0.06306,0.0,0.0,0.027030000000000002,0.018019999999999998,0.0,0.0,0.027030000000000002,3.9555599999999997,0.67167,166787.43662,112479.33333,0.04505,0.009009999999999999,0.63964,0.36036,0.0,0.04505,0.12613,3.6,3.0,0.61538,2.0,5.77778,1.0,6.0,6.0,2.50704,111.0,18.5,57.80885
1356,2.125,2.25,1.33333,1.44444,0.0,0.0,0.44443999999999995,0.0,0.01709,0.00855,0.0,0.01709,0.025639999999999996,0.0,0.0,0.01709,0.00855,0.0,0.0,0.0,4.83333,0.49611000000000005,155531.66667,3167.66667,0.08547,0.0,0.5897399999999999,0.41026,0.0,0.07692,0.08547,1.6,0.0,1.2,3.14583,4.2,1.0,9.0,9.0,2.65217,117.0,13.0,63.54769
2974,1.2,1.6,1.06667,1.4666700000000001,0.0,0.0,0.8333299999999999,0.0,0.02041,0.0102,0.0,0.04082,0.061220000000000004,0.0102,0.0,0.051019999999999996,0.030610000000000002,0.0,0.0,0.0,5.25,0.68367,174380.80645,868.0,0.08163,0.0102,0.63265,0.36735,0.0102,0.04082,0.11224,2.28571,1.0,0.81818,3.05556,9.25,1.0,6.0,6.0,2.56452,98.0,16.33333,59.603609999999996
1605,3.5,5.33333,2.4761900000000003,4.047619999999999,3.16667,7.83333,2.1428599999999998,0.0,0.01852,0.0,0.0,0.03704,0.055560000000000005,0.0,0.0,0.027780000000000003,0.0,0.0,0.0,0.01852,3.60952,0.53,537037.04615,2976.85714,0.027780000000000003,0.00926,0.60185,0.39815,0.0,0.07407000000000001,0.24074,0.66667,4.0,0.78261,2.05714,10.05,1.0,7.0,7.0,2.76923,108.0,15.42857,45.95833
1711,2.0,2.33333,2.16667,3.33333,0.0,0.0,0.5,0.0,0.03704,0.01235,0.0,0.02469,0.06172999999999999,0.0,0.0,0.04938,0.07407000000000001,0.0,0.0,0.0,8.47917,0.66667,142581.78723,536.0,0.09877000000000001,0.0,0.58025,0.41975,0.0,0.07407000000000001,0.16049000000000002,3.66667,0.0,0.81818,4.56,15.44444,1.0,4.0,4.0,2.7234,81.0,20.25,47.59236
1037,1.25,3.0,1.2,2.7,0.0,0.0,1.4,0.0,0.02532,0.01266,0.0,0.01266,0.03797,0.0,0.0,0.01266,0.01266,0.0,0.0,0.01266,5.85,0.6329100000000001,192442.2449,53.0,0.06329,0.0,0.62025,0.37975,0.0,0.03797,0.20253,1.0,0.0,0.8125,4.36364,6.923080000000001,1.0,5.0,5.0,2.71429,79.0,15.8,51.81825
2932,2.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.07692,0.025639999999999996,0.0,0.025639999999999996,0.07692,0.0,0.0,0.05127999999999999,0.025639999999999996,0.0,0.0,0.0,10.25,0.76923,219241.07406999997,127.5,0.07692,0.0,0.69231,0.30769,0.0,0.025639999999999996,0.12821,1.66667,0.0,1.8,2.94444,5.0,1.0,2.0,2.0,2.81481,39.0,19.5,33.81173
2931,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.017240000000000002,0.0,0.0,0.034480000000000004,0.034480000000000004,0.0,0.0,0.017240000000000002,0.0,0.0,0.0,0.0,5.225,0.81034,234973.86841999998,168821.0,0.06897,0.0,0.65517,0.34483,0.0,0.017240000000000002,0.13793,4.25,0.0,1.2857100000000001,2.22727,10.0,1.0,4.0,4.0,2.4473700000000003,58.0,14.5,66.37612
2437,1.71429,2.1428599999999998,1.39286,2.1071400000000002,0.0,0.0,1.25,0.0,0.033780000000000004,0.02027,0.0,0.04054,0.08108,0.0067599999999999995,0.0,0.033780000000000004,0.06081,0.0,0.0,0.0,6.5,0.61327,191157.84932,6974.75,0.02027,0.01351,0.49323999999999996,0.50676,0.0,0.033780000000000004,0.09459,5.0,0.0,1.33333,5.19231,4.30769,1.0,8.0,8.0,2.79452,148.0,18.5,60.8575
2452,6.0,11.0,6.0,11.0,0.0,0.0,1.0,0.0,0.0137,0.0,0.0,0.0274,0.0274,0.0,0.0,0.0137,0.0,0.0,0.0,0.0,15.75,0.58904,687817.53488,882.0,0.08219,0.0137,0.58904,0.41096000000000005,0.0,0.0411,0.09589,2.0,4.0,0.66667,4.65217,8.5,1.0,2.0,2.0,2.62791,73.0,36.5,35.63408
1127,0.8,1.4,0.73333,1.33333,0.0,0.0,1.33333,0.0,0.01,0.0,0.0,0.03,0.04,0.02,0.0,0.03,0.03,0.01,0.0,0.01,7.611110000000001,0.76,147721.78082,2084.66667,0.18,0.03,0.73,0.27,0.0,0.05,0.14,6.8,2.5,1.6,3.25,7.0,1.0,6.0,6.0,2.7671200000000002,100.0,16.66667,34.800329999999995
1540,3.0,3.0,4.33333,4.33333,0.0,0.0,0.66667,0.0,0.025,0.0125,0.0,0.05,0.0625,0.0,0.0,0.025,0.025,0.0125,0.0,0.0,8.83333,0.6375,272019.42857,0.0,0.075,0.025,0.6125,0.3875,0.0,0.025,0.1,2.5,2.0,1.125,4.42857,9.25,1.0,3.0,3.0,2.5510200000000003,80.0,26.66667,51.51083
2461,1.75,1.75,2.0,2.1,0.0,0.0,0.6,0.0,0.01149,0.0,0.0,0.02299,0.02299,0.0,0.0,0.01149,0.0,0.0,0.0,0.0,7.8,0.45976999999999996,155984.5102,1569.0,0.04598,0.02299,0.5632199999999999,0.43678,0.0,0.04598,0.06897,3.5,4.0,1.5,3.74194,6.4,1.0,5.0,5.0,2.5102,87.0,17.4,67.80848
1521,1.25,1.375,1.11111,1.27778,0.0,0.0,2.11111,0.0,0.018869999999999998,0.00943,0.0,0.0283,0.04717,0.0,0.0,0.0283,0.00943,0.0,0.0,0.00943,4.85556,0.5214300000000001,81443.86667,1452.2222199999999,0.0283,0.0,0.56604,0.43396,0.0,0.07547000000000001,0.15094000000000002,4.0,0.0,0.73333,2.80556,9.93333,1.0,9.0,9.0,2.9,106.0,11.77778,52.5164
2619,2.0,10.0,2.0,10.0,0.0,0.0,2.0,0.0,0.03846,0.03846,0.0,0.05127999999999999,0.08974,0.0,0.0,0.025639999999999996,0.03846,0.0,0.0,0.0,17.16667,0.61538,149904.86667000002,0.0,0.03846,0.025639999999999996,0.57692,0.42308,0.0,0.0641,0.16667,2.5,1.0,0.81818,2.84615,6.33333,1.0,2.0,2.0,2.91111,78.0,39.0,21.611539999999998
2031,10.0,8.0,10.0,8.0,0.0,0.0,1.0,0.0,0.02222,0.0,0.0,0.02222,0.04444,0.0,0.0,0.02222,0.02222,0.0,0.02222,0.0,5.15,0.62222,301608.67857,1408.5,0.0,0.02222,0.62222,0.37778,0.0,0.06667000000000001,0.2,0.0,1.0,0.75,3.22222,9.33333,1.0,2.0,2.0,2.92857,45.0,22.5,32.3575
1370,5.0,7.0,4.1,5.5,0.0,0.0,0.8,0.0,0.033780000000000004,0.02027,0.0,0.06757,0.08784,0.0,0.0,0.06081,0.02027,0.0,0.0,0.0,6.106669999999999,0.60122,194845.79518,66.2,0.0473,0.01351,0.56081,0.43918999999999997,0.00939,0.07432000000000001,0.14865,6.28571,3.0,0.54545,3.0444400000000003,9.0,1.0,5.0,5.0,2.75904,148.0,29.6,41.5883
1085,0.66667,0.66667,0.5,0.8333299999999999,0.0,0.0,1.0,0.0,0.017240000000000002,0.0,0.0,0.034480000000000004,0.06897,0.0,0.0,0.05172,0.05172,0.0,0.0,0.0,4.9833300000000005,0.75862,135254.26471,567.75,0.12069,0.0,0.58621,0.41379,0.0,0.05172,0.10345,3.0,0.0,1.0,5.38889,11.25,1.0,4.0,4.0,2.9117599999999997,58.0,14.5,41.579570000000004
2155,1.0,1.33333,1.33333,2.33333,0.0,0.0,0.5,0.0,0.04688,0.039060000000000004,0.0,0.03125,0.07031,0.0,0.0,0.015619999999999998,0.039060000000000004,0.0,0.0,0.0,4.53846,0.53379,267775.2029,168.5,0.0625,0.015619999999999998,0.53906,0.46093999999999996,0.00759,0.04688,0.07812000000000001,1.8571400000000002,4.0,1.0,3.3555599999999997,5.625,1.0,4.0,4.0,2.82609,128.0,32.0,29.97063
2539,4.2,7.8,3.0666700000000002,5.7333300000000005,0.8,1.4,2.0,0.0,0.02162,0.01081,0.0,0.03784,0.06486,0.0,0.0,0.03243,0.01622,0.00541,0.0,0.01622,5.3444400000000005,0.62663,258392.06034,3197.0,0.1027,0.04324,0.62703,0.37296999999999997,0.007909999999999999,0.05946,0.14595,2.5,2.5,0.52,3.12963,8.25,1.0,6.0,6.0,2.44828,185.0,30.83333,51.08295
1939,4.0,4.8,7.2666699999999995,8.4,0.0,0.0,1.0,0.0,0.03279,0.02459,0.0,0.016390000000000002,0.04918,0.0,0.0,0.0082,0.03279,0.0,0.0,0.0082,8.7,0.6169600000000001,238437.78571,812.5,0.09016,0.0082,0.68852,0.31148000000000003,0.01,0.03279,0.13115,0.66667,0.0,0.8,1.55556,4.09091,1.0,6.0,6.0,3.0,122.0,20.33333,24.32454
2455,0.75,1.25,1.7,3.0,0.0,0.0,0.4,0.0,0.029410000000000002,0.0,0.0,0.014709999999999999,0.029410000000000002,0.0,0.0,0.014709999999999999,0.0,0.0,0.0,0.0,7.1,0.52941,135016.52174,5784.2,0.07353,0.014709999999999999,0.67647,0.32353000000000004,0.0,0.029410000000000002,0.10294,0.0,4.0,1.16667,3.6774199999999997,5.83333,1.0,5.0,5.0,2.76087,68.0,13.6,48.41335
1371,4.25,6.0,3.9,4.9,0.0,0.0,0.6,0.0,0.029410000000000002,0.01765,0.0,0.06471,0.08235,0.0,0.0,0.058820000000000004,0.01765,0.0,0.0,0.0,5.1019,0.59437,155767.16484,70.0,0.05294,0.01176,0.5352899999999999,0.46471,0.01775,0.08235,0.12353,6.28571,3.0,0.7,2.83019,8.411760000000001,1.0,5.0,5.0,2.82418,170.0,34.0,39.153240000000004
2624,5.0,5.0,5.0,6.66667,0.0,0.0,0.66667,0.0,0.033710000000000004,0.01124,0.0,0.02247,0.04494,0.0,0.0,0.02247,0.01124,0.0,0.0,0.0,10.94444,0.62921,124320.04082000001,704.6666700000001,0.056179999999999994,0.02247,0.55056,0.44943999999999995,0.0,0.10112,0.1236,1.0,0.0,0.7,3.1,4.55556,1.0,3.0,3.0,3.3061199999999995,89.0,29.66667,13.40199
3095,0.8,2.2,1.33333,2.4,0.0,0.0,2.16667,0.0,0.04918,0.03279,0.0,0.057379999999999994,0.09836,0.016390000000000002,0.0,0.057379999999999994,0.04918,0.0,0.0,0.0082,6.41111,0.62261,135439.19444000002,1527.6666699999998,0.016390000000000002,0.0,0.59016,0.40984,0.0,0.06557,0.17213,1.5,0.0,0.73333,3.46939,3.4117599999999997,1.0,6.0,6.0,2.83333,122.0,20.33333,43.04749
1086,0.66667,0.66667,0.5,0.8333299999999999,0.0,0.0,1.0,0.0,0.017240000000000002,0.0,0.0,0.034480000000000004,0.06897,0.0,0.0,0.05172,0.05172,0.0,0.0,0.0,4.9833300000000005,0.75862,145574.58824,567.75,0.12069,0.0,0.58621,0.41379,0.0,0.05172,0.13793,3.0,0.0,1.14286,5.38889,11.25,1.0,4.0,4.0,2.8529400000000003,58.0,14.5,48.87267
1368,3.8571400000000002,4.14286,2.67857,2.57143,0.0,0.0,1.5,0.0,0.01807,0.00602,0.0,0.04217,0.04819,0.0,0.0,0.03614,0.00602,0.0,0.0,0.0,8.69167,0.5591,217326.71276999998,657.875,0.08434,0.01205,0.5662699999999999,0.43373,0.018359999999999998,0.07831,0.11445999999999999,3.83333,3.0,0.72222,2.7037,8.2,1.0,8.0,8.0,2.85106,166.0,20.75,48.89062
2431,2.0,3.2,1.4666700000000001,2.4,0.0,0.0,1.16667,0.0,0.0297,0.0198,0.0,0.06931,0.08911000000000001,0.0,0.0,0.059410000000000004,0.0198,0.0,0.0,0.0,6.8,0.545,376058.625,994.5,0.059410000000000004,0.0198,0.5544600000000001,0.44553999999999994,0.0,0.0396,0.12871,1.66667,0.0,0.63636,4.18182,8.3,1.0,6.0,6.0,2.6428599999999998,101.0,16.83333,60.87392
1987,7.33333,8.33333,9.523810000000001,10.476189999999999,0.0,0.0,0.28570999999999996,0.0,0.02797,0.020980000000000002,0.0,0.020980000000000002,0.04895,0.0069900000000000006,0.0,0.01399,0.03497,0.0,0.0,0.0069900000000000006,8.673810000000001,0.57818,250771.9604,1186.2857099999999,0.07692,0.0069900000000000006,0.70629,0.29370999999999997,0.00636,0.02797,0.13287000000000002,0.77778,0.0,1.16667,1.41935,5.33333,1.0,7.0,7.0,2.92079,143.0,20.42857,26.36154
1395,3.25,3.75,2.6,3.1,0.0,0.0,2.6,0.0,0.0099,0.0,0.0,0.0495,0.0495,0.0198,0.0,0.0396,0.0198,0.0,0.0,0.0,5.46667,0.555,217385.77586,591.2,0.059410000000000004,0.0198,0.57426,0.42573999999999995,0.0,0.0495,0.14851,1.16667,0.0,1.14286,4.41935,10.63636,1.0,5.0,5.0,2.75862,101.0,20.2,50.755759999999995
1408,1.66667,2.0,1.37778,1.6,0.0,0.0,1.4,0.0,0.00758,0.00758,0.0,0.00758,0.01515,0.0,0.0,0.00758,0.02273,0.0,0.0,0.0,4.78333,0.58273,302859.3,334.6,0.01515,0.01515,0.60606,0.39394,0.0,0.037880000000000004,0.13635999999999998,2.0,2.0,1.375,2.19231,5.75,1.0,10.0,10.0,2.525,132.0,13.2,68.15973000000001
1538,4.0,4.0,5.0,5.0,0.0,0.0,1.0,0.0,0.02817,0.01408,0.0,0.07042000000000001,0.08451,0.0,0.0,0.04225,0.01408,0.0,0.0,0.0,8.33333,0.56338,127224.47727,0.0,0.14085,0.01408,0.6197199999999999,0.38028,0.0,0.02817,0.04225,2.0,3.0,1.33333,4.84615,7.66667,1.0,3.0,3.0,2.61364,71.0,23.66667,48.464040000000004
